LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1766787841.295034,115695.000,16785,1,PI,1,100,153031
1766787841.335034,115735.000,16800,2,PI,1,100,153118
1766787841.375034,115775.000,16800,2,PI,1,100,153262
1766787841.415034,115815.000,16816,3,PI,1,100,153430
1766787841.455034,115855.000,16816,3,PI,1,100,153681
1766787841.495034,115895.000,16816,3,PI,1,100,153843
1766787841.535034,115935.000,16832,2,PI,1,100,153961
1766787841.575034,115975.000,16832,2,PI,1,100,154057
1766787841.615034,116015.000,16849,3,PI,1,100,154154
1766787841.655034,116055.000,16849,3,PI,1,100,154209
1766787841.695034,116095.000,16849,3,PI,1,100,154258
1766787841.735034,116135.000,16866,2,PI,1,100,154291
1766787841.775034,116175.000,16866,2,PI,1,100,154383
1766787841.815034,116215.000,16884,3,PI,1,100,154530
1766787841.855034,116255.000,16884,3,PI,1,100,154649
1766787841.895034,116295.000,16884,3,PI,1,100,154516
1766787841.935034,116335.000,16899,3,PI,1,100,154350
1766787841.975034,116375.000,16899,3,PI,1,100,154263
1766787842.015034,116415.000,16899,3,PI,1,100,154107
1766787842.055034,116455.000,16917,2,PI,1,100,153912
1766787842.095034,116495.000,16917,2,PI,1,100,153620
1766787842.135034,116535.000,16935,3,PI,1,100,153530
1766787842.175034,116575.000,16935,3,PI,1,100,153612
1766787842.215034,116615.000,16935,3,PI,1,100,153580
1766787842.255034,116655.000,16952,2,PI,1,100,153659
1766787842.295034,116695.000,16952,2,PI,1,100,153582
1766787842.335034,116735.000,16967,3,PI,1,100,153468
1766787842.375034,116775.000,16967,3,PI,1,100,153442
1766787842.415034,116815.000,16967,3,PI,1,100,153385
1766787842.461534,116861.500,16984,2,PI,1,100,153515
1766787842.508034,116908.000,16984,2,PI,1,100,153504
1766787842.548034,116948.000,17000,2,PI,1,100,153229
1766787842.588034,116988.000,17000,2,PI,1,100,153034
1766787842.628034,117028.000,17017,3,PI,1,100,153092
1766787842.668034,117068.000,17017,3,PI,1,100,153317
1766787842.708034,117108.000,17017,3,PI,1,100,153670
1766787842.748034,117148.000,17034,2,PI,1,100,153409
1766787842.788034,117188.000,17034,2,PI,1,100,152997
1766787842.828034,117228.000,17051,3,PI,1,100,152674
1766787842.868034,117268.000,17051,3,PI,1,100,151516
1766787842.908034,117308.000,17051,3,PI,1,100,151507
1766787842.948034,117348.000,17067,3,PI,1,100,151977
1766787842.988034,117388.000,17067,3,PI,1,100,152570
1766787843.028034,117428.000,17067,3,PI,1,100,153067
1766787843.068034,117468.000,17087,2,PI,1,100,153334
1766787843.108034,117508.000,17087,2,PI,1,100,153544
1766787843.148034,117548.000,17101,3,PI,1,100,153607
1766787843.188034,117588.000,17101,3,PI,1,100,153688
1766787843.228034,117628.000,17101,3,PI,1,100,153653
1766787843.268034,117668.000,17118,2,PI,1,100,153414
1766787843.308034,117708.000,17118,2,PI,1,100,153159
1766787843.348034,117748.000,17137,3,PI,1,100,153369
1766787843.388034,117788.000,17137,3,PI,1,100,153442
1766787843.428034,117828.000,17137,3,PI,1,100,153402
1766787843.468034,117868.000,17154,2,PI,1,100,153509
1766787843.508034,117908.000,17154,2,PI,1,100,153533
1766787843.548034,117948.000,17173,3,PI,1,100,153420
1766787843.588034,117988.000,17173,3,PI,1,100,153574
1766787843.628034,118028.000,17173,3,PI,1,100,153617
1766787843.668034,118068.000,17190,2,PI,1,100,153823
1766787843.708034,118108.000,17190,2,PI,1,100,153502
1766787843.748034,118148.000,17207,3,PI,1,100,151616
1766787843.788034,118188.000,17207,3,PI,1,100,150652
1766787843.828034,118228.000,17207,3,PI,1,100,151118
1766787843.868034,118268.000,17224,2,PI,1,100,151834
1766787843.908034,118308.000,17224,2,PI,1,100,152275
1766787843.948034,118348.000,17241,3,PI,1,100,152620
1766787843.988034,118388.000,17241,3,PI,1,100,152869
1766787844.028034,118428.000,17241,3,PI,1,100,152904
1766787844.068034,118468.000,17260,2,PI,1,100,152662
1766787844.108034,118508.000,17260,2,PI,1,100,152457
1766787844.148034,118548.000,17276,3,PI,1,100,152409
1766787844.188034,118588.000,17276,3,PI,1,100,152476
1766787844.228034,118628.000,17276,3,PI,1,100,152469
1766787844.268034,118668.000,17293,3,PI,1,100,152480
1766787844.308034,118708.000,17293,3,PI,1,100,152442
1766787844.348034,118748.000,17293,3,PI,1,100,152356
1766787844.388034,118788.000,17310,2,PI,1,100,152427
1766787844.428034,118828.000,17310,2,PI,1,100,152595
1766787844.468034,118868.000,17327,3,PI,1,100,152758
1766787844.508034,118908.000,17327,3,PI,1,100,153050
1766787844.548034,118948.000,17327,3,PI,1,100,151365
1766787844.588034,118988.000,17343,2,PI,1,100,149818
1766787844.628034,119028.000,17343,2,PI,1,100,149810
1766787844.668034,119068.000,17361,3,PI,1,100,150488
1766787844.708034,119108.000,17361,3,PI,1,100,151184
1766787844.748034,119148.000,17361,3,PI,1,100,151769
1766787844.788034,119188.000,17379,2,PI,1,100,152186
1766787844.828034,119228.000,17379,2,PI,1,100,152429
1766787844.868034,119268.000,17394,3,PI,1,100,152648
1766787844.908034,119308.000,17394,3,PI,1,100,152731
1766787844.948034,119348.000,17394,3,PI,1,100,152678
1766787844.988034,119388.000,17410,2,PI,1,100,152651
1766787845.028034,119428.000,17410,2,PI,1,100,152558
1766787845.068034,119468.000,17428,3,PI,1,100,152375
1766787845.108034,119508.000,17428,3,PI,1,100,152358
1766787845.148034,119548.000,17428,3,PI,1,100,152559
1766787845.188034,119588.000,17444,2,PI,1,100,152835
1766787845.228034,119628.000,17444,2,PI,1,100,152978
1766787845.268034,119668.000,17459,3,PI,1,100,152827
1766787845.308034,119708.000,17459,3,PI,1,100,152737
1766787845.348034,119748.000,17459,3,PI,1,100,152679
1766787845.388034,119788.000,17476,3,PI,1,100,152733
1766787845.428034,119828.000,17476,3,PI,1,100,152619
1766787845.468034,119868.000,17476,3,PI,1,100,152479
1766787845.508034,119908.000,17493,2,PI,1,100,152584
