LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1766886091.485742,49080.000,6071,2,AX,1,100,-0.155
1766886040.640177,49115.667,6089,3,AX,1,100,-0.121
1766885989.794611,49151.333,6089,3,AX,1,100,-0.049
1766885938.949046,49187.000,6089,3,AX,1,100,0.030
1766885881.925982,49227.000,6105,3,AX,1,100,-0.157
1766885824.902919,49267.000,6105,3,AX,1,100,-0.334
1766885767.879855,49307.000,6105,3,AX,1,100,-0.298
1766885710.856791,49347.000,6121,2,AX,1,100,-0.265
1766885653.833727,49387.000,6121,2,AX,1,100,-0.292
1766885596.335471,49427.333,6139,3,AX,1,100,-0.284
1766885538.837215,49467.667,6139,3,AX,1,100,-0.350
1766885481.338959,49508.000,6139,3,AX,1,100,-0.306
1766885425.028684,49547.500,6156,2,AX,1,100,-0.364
1766885368.718408,49587.000,6156,2,AX,1,100,-0.405
1766885311.695345,49627.000,6172,3,AX,1,100,-0.392
1766885254.672281,49667.000,6172,3,AX,1,100,-0.354
1766885197.649217,49707.000,6172,3,AX,1,100,-0.388
1766885140.626153,49747.000,6188,2,AX,1,100,-0.438
1766885083.603090,49787.000,6188,2,AX,1,100,-0.434
1766885026.580026,49827.000,6204,3,AX,1,100,-0.349
1766884969.556962,49867.000,6204,3,AX,1,100,-0.383
1766884912.533898,49907.000,6204,3,AX,1,100,-0.266
1766884861.688333,49942.667,6221,3,AX,1,100,-0.324
1766884810.842768,49978.333,6221,3,AX,1,100,-0.113
1766884759.997203,50014.000,6221,3,AX,1,100,-0.067
1766884703.686927,50053.500,6239,2,AX,1,100,-0.183
1766884647.376652,50093.000,6239,2,AX,1,100,-0.204
1766884589.878396,50133.333,6257,3,AX,1,100,-0.267
1766884532.380140,50173.667,6257,3,AX,1,100,-0.342
1766884474.881884,50214.000,6257,3,AX,1,100,-0.355
1766884418.571609,50253.500,6271,2,AX,1,100,-0.403
1766884362.261333,50293.000,6271,2,AX,1,100,-0.445
1766884305.238269,50333.000,6288,3,AX,1,100,-0.468
1766884248.215205,50373.000,6288,3,AX,1,100,-0.348
1766884191.192142,50413.000,6288,3,AX,1,100,-0.241
1766884134.169078,50453.000,6305,3,AX,1,100,-0.092
1766884077.146014,50493.000,6305,3,AX,1,100,-0.171
1766884020.122951,50533.000,6305,3,AX,1,100,-0.260
1766883962.387099,50573.500,6324,2,AX,1,100,-0.297
1766883904.651246,50614.000,6324,2,AX,1,100,-0.361
1766883848.103375,50653.667,6338,3,AX,1,100,-0.401
1766883791.555503,50693.333,6338,3,AX,1,100,-0.381
1766883735.007632,50733.000,6338,3,AX,1,100,-0.401
1766883677.271780,50773.500,6356,2,AX,1,100,-0.413
1766883619.535928,50814.000,6356,2,AX,1,100,-0.430
1766883569.165555,50849.333,6372,3,AX,1,100,-0.417
1766883518.795182,50884.667,6372,3,AX,1,100,-0.325
1766883468.424809,50920.000,6372,3,AX,1,100,-0.292
1766883411.401745,50960.000,6389,3,AX,1,100,-0.359
1766883354.378681,51000.000,6389,3,AX,1,100,-0.427
1766883297.355617,51040.000,6389,3,AX,1,100,-0.438
1766883240.332554,51080.000,6403,2,AX,1,100,-0.396
1766883183.309490,51120.000,6403,2,AX,1,100,-0.354
1766883126.286426,51160.000,6423,3,AX,1,100,-0.355
1766883069.263362,51200.000,6423,3,AX,1,100,-0.348
1766883012.240299,51240.000,6423,3,AX,1,100,-0.348
1766882955.217235,51280.000,6441,2,AX,1,100,-0.343
1766882898.194171,51320.000,6441,2,AX,1,100,-0.349
1766882841.171107,51360.000,6458,3,AX,1,100,-0.401
1766882784.148043,51400.000,6458,3,AX,1,100,-0.403
1766882727.124980,51440.000,6458,3,AX,1,100,-0.431
1766882670.101916,51480.000,6473,2,AX,1,100,-0.458
1766882613.078852,51520.000,6473,2,AX,1,100,-0.505
1766882556.055789,51560.000,6490,3,AX,1,100,-0.377
1766882499.032725,51600.000,6490,3,AX,1,100,-0.202
1766882442.009661,51640.000,6490,3,AX,1,100,-0.423
1766882391.164096,51675.667,6506,3,AX,1,100,-0.576
1766882340.318531,51711.333,6506,3,AX,1,100,-0.547
1766882289.472965,51747.000,6506,3,AX,1,100,-0.525
1766882232.449902,51787.000,6526,2,AX,1,100,-0.515
1766882175.426838,51827.000,6526,2,AX,1,100,-0.471
1766882118.403774,51867.000,6541,3,AX,1,100,-0.466
1766882061.380710,51907.000,6541,3,AX,1,100,-0.461
1766882004.357646,51947.000,6541,3,AX,1,100,-0.460
1766881947.334583,51987.000,6557,2,AX,1,100,-0.466
1766881890.311519,52027.000,6557,2,AX,1,100,-0.468
1766881833.288455,52067.000,6573,3,AX,1,100,-0.467
1766881776.265392,52107.000,6573,3,AX,1,100,-0.466
1766881719.242328,52147.000,6573,3,AX,1,100,-0.460
1766881662.219264,52187.000,6591,2,AX,1,100,-0.460
1766881605.196200,52227.000,6591,2,AX,1,100,-0.459
1766881548.173136,52267.000,6606,3,AX,1,100,-0.456
1766881491.150073,52307.000,6606,3,AX,1,100,-0.472
1766881434.127009,52347.000,6606,3,AX,1,100,-0.481
1766881377.103945,52387.000,6622,2,AX,1,100,-0.484
1766881320.080881,52427.000,6622,2,AX,1,100,-0.477
1766881269.710508,52462.333,6639,3,AX,1,100,-0.478
1766881219.340135,52497.667,6639,3,AX,1,100,-0.479
1766881168.969762,52533.000,6639,3,AX,1,100,-0.481
1766881111.946699,52573.000,6661,3,AX,1,100,-0.487
1766881054.923635,52613.000,6661,3,AX,1,100,-0.493
1766880997.900571,52653.000,6661,3,AX,1,100,-0.490
1766880940.877507,52693.000,6677,2,AX,1,100,-0.486
1766880883.854444,52733.000,6677,2,AX,1,100,-0.483
1766880826.831380,52773.000,6693,3,AX,1,100,-0.483
1766880769.808316,52813.000,6693,3,AX,1,100,-0.481
1766880712.785252,52853.000,6693,3,AX,1,100,-0.483
1766880655.762189,52893.000,6709,2,AX,1,100,-0.481
1766880598.739125,52933.000,6709,2,AX,1,100,-0.482
1766880541.716061,52973.000,6726,3,AX,1,100,-0.483
1766880484.692997,53013.000,6726,3,AX,1,100,-0.485
1766880427.669934,53053.000,6726,3,AX,1,100,-0.484
1766880370.646870,53093.000,6743,2,AX,1,100,-0.485
1766880313.623806,53133.000,6743,2,AX,1,100,-0.487
1766880256.600742,53173.000,6758,3,AX,1,100,-0.484
1766880199.577678,53213.000,6758,3,AX,1,100,-0.482
1766880142.554615,53253.000,6758,3,AX,1,100,-0.486
1766880091.709049,53288.667,6774,3,AX,1,100,-0.480
1766880040.863484,53324.333,6774,3,AX,1,100,-0.478
1766879990.017919,53360.000,6774,3,AX,1,100,-0.482
1766879932.994855,53400.000,6791,2,AX,1,100,-0.479
1766879875.971792,53440.000,6791,2,AX,1,100,-0.486
1766879818.948728,53480.000,6808,3,AX,1,100,-0.488
1766879761.925664,53520.000,6808,3,AX,1,100,-0.483
1766879704.902600,53560.000,6808,3,AX,1,100,-0.488
1766879647.879537,53600.000,6823,2,AX,1,100,-0.482
1766879590.856473,53640.000,6823,2,AX,1,100,-0.487
1766879533.833409,53680.000,6839,3,AX,1,100,-0.487
1766879476.810345,53720.000,6839,3,AX,1,100,-0.481
1766879419.787282,53760.000,6839,3,AX,1,100,-0.480
1766879362.289026,53800.333,6857,3,AX,1,100,-0.481
1766879304.790770,53840.667,6857,3,AX,1,100,-0.486
1766879247.292514,53881.000,6857,3,AX,1,100,-0.486
1766879190.982238,53920.500,6873,2,AX,1,100,-0.487
1766879134.671963,53960.000,6873,2,AX,1,100,-0.487
1766879077.648899,54000.000,6888,3,AX,1,100,-0.484
1766879020.625835,54040.000,6888,3,AX,1,100,-0.487
1766878963.602772,54080.000,6888,3,AX,1,100,-0.486
1766878913.232399,54115.333,6905,3,AX,1,100,-0.483
1766878862.862025,54150.667,6905,3,AX,1,100,-0.488
1766878812.491652,54186.000,6905,3,AX,1,100,-0.485
1766878755.468589,54226.000,6922,2,AX,1,100,-0.484
1766878698.445525,54266.000,6922,2,AX,1,100,-0.484
1766878641.422461,54306.000,6938,3,AX,1,100,-0.487
1766878584.399397,54346.000,6938,3,AX,1,100,-0.481
1766878527.376334,54386.000,6938,3,AX,1,100,-0.485
1766878470.353270,54426.000,6954,2,AX,1,100,-0.484
1766878413.330206,54466.000,6954,2,AX,1,100,-0.487
1766878356.307142,54506.000,6970,3,AX,1,100,-0.487
1766878299.284079,54546.000,6970,3,AX,1,100,-0.483
1766878242.261015,54586.000,6970,3,AX,1,100,-0.488
1766878185.237951,54626.000,6987,2,AX,1,100,-0.488
1766878128.214887,54666.000,6987,2,AX,1,100,-0.489
1766878071.191823,54706.000,7003,3,AX,1,100,-0.490
1766878014.168760,54746.000,7003,3,AX,1,100,-0.487
1766877957.145696,54786.000,7003,3,AX,1,100,-0.488
1766877900.122632,54826.000,7021,2,AX,1,100,-0.487
1766877843.099569,54866.000,7021,2,AX,1,100,-0.489
1766877786.076505,54906.000,7035,3,AX,1,100,-0.493
1766877729.053441,54946.000,7035,3,AX,1,100,-0.491
1766877672.030377,54986.000,7035,3,AX,1,100,-0.492
1766877621.184812,55021.667,7052,3,AX,1,100,-0.488
1766877570.339247,55057.333,7052,3,AX,1,100,-0.495
1766877519.493682,55093.000,7052,3,AX,1,100,-0.500
1766877462.470618,55133.000,7069,2,AX,1,100,-0.495
1766877405.447554,55173.000,7069,2,AX,1,100,-0.490
1766877348.424490,55213.000,7086,3,AX,1,100,-0.483
1766877291.401427,55253.000,7086,3,AX,1,100,-0.484
1766877234.378363,55293.000,7086,3,AX,1,100,-0.483
1766877177.355299,55333.000,7100,2,AX,1,100,-0.488
1766877120.332235,55373.000,7100,2,AX,1,100,-0.492
1766877063.309172,55413.000,7118,3,AX,1,100,-0.494
1766877006.286108,55453.000,7118,3,AX,1,100,-0.492
1766876949.263044,55493.000,7118,3,AX,1,100,-0.491
1766876892.239980,55533.000,7134,2,AX,1,100,-0.491
1766876835.216917,55573.000,7134,2,AX,1,100,-0.491
1766876778.193853,55613.000,7151,3,AX,1,100,-0.494
1766876721.170789,55653.000,7151,3,AX,1,100,-0.492
1766876664.147725,55693.000,7151,3,AX,1,100,-0.496
1766876607.124661,55733.000,7167,3,AX,1,100,-0.494
1766876550.101598,55773.000,7167,3,AX,1,100,-0.494
1766876493.078534,55813.000,7167,3,AX,1,100,-0.494
1766876445.321718,55846.500,7185,2,AX,1,100,-0.491
1766876397.564902,55880.000,7185,2,AX,1,100,-0.490
1766876340.541838,55920.000,7201,3,AX,1,100,-0.490
1766876283.518775,55960.000,7201,3,AX,1,100,-0.490
1766876226.495711,56000.000,7201,3,AX,1,100,-0.490
1766876169.472647,56040.000,7218,3,AX,1,100,-0.490
1766876112.449583,56080.000,7218,3,AX,1,100,-0.486
1766876055.426520,56120.000,7218,3,AX,1,100,-0.492
1766875998.403456,56160.000,7234,2,AX,1,100,-0.491
1766875941.380392,56200.000,7234,2,AX,1,100,-0.493
1766875884.357328,56240.000,7252,3,AX,1,100,-0.494
1766875827.334265,56280.000,7252,3,AX,1,100,-0.491
1766875770.311201,56320.000,7252,3,AX,1,100,-0.491
1766875713.288137,56360.000,7268,2,AX,1,100,-0.489
1766875656.265073,56400.000,7268,2,AX,1,100,-0.491
1766875598.766817,56440.333,7286,3,AX,1,100,-0.489
1766875541.268561,56480.667,7286,3,AX,1,100,-0.488
1766875483.770305,56521.000,7286,3,AX,1,100,-0.491
1766875427.460030,56560.500,7302,2,AX,1,100,-0.492
1766875371.149755,56600.000,7302,2,AX,1,100,-0.489
1766875320.779382,56635.333,7317,3,AX,1,100,-0.493
1766875270.409009,56670.667,7317,3,AX,1,100,-0.491
1766875220.038635,56706.000,7317,3,AX,1,100,-0.493
1766875163.015572,56746.000,7334,3,AX,1,100,-0.492
1766875105.992508,56786.000,7334,3,AX,1,100,-0.489
1766875048.969444,56826.000,7334,3,AX,1,100,-0.489
1766874991.946380,56866.000,7351,2,AX,1,100,-0.490
1766874934.923317,56906.000,7351,2,AX,1,100,-0.489
1766874877.900253,56946.000,7367,3,AX,1,100,-0.493
1766874820.877189,56986.000,7367,3,AX,1,100,-0.491
1766874763.854125,57026.000,7367,3,AX,1,100,-0.494
1766874706.831062,57066.000,7382,2,AX,1,100,-0.492
1766874649.807998,57106.000,7382,2,AX,1,100,-0.492
1766874592.784934,57146.000,7399,3,AX,1,100,-0.491
1766874535.761870,57186.000,7399,3,AX,1,100,-0.489
1766874478.738807,57226.000,7399,3,AX,1,100,-0.495
1766874421.715743,57266.000,7416,2,AX,1,100,-0.491
1766874364.692679,57306.000,7416,2,AX,1,100,-0.494
1766874307.669615,57346.000,7432,3,AX,1,100,-0.492
1766874250.646552,57386.000,7432,3,AX,1,100,-0.494
1766874193.623488,57426.000,7432,3,AX,1,100,-0.495
1766874142.777923,57461.667,7448,3,AX,1,100,-0.494
1766874091.932358,57497.333,7448,3,AX,1,100,-0.491
1766874041.086792,57533.000,7448,3,AX,1,100,-0.491
1766873984.063729,57573.000,7464,2,AX,1,100,-0.494
1766873927.040665,57613.000,7464,2,AX,1,100,-0.491
1766873870.017601,57653.000,7486,3,AX,1,100,-0.497
1766873812.994537,57693.000,7486,3,AX,1,100,-0.498
1766873755.971473,57733.000,7486,3,AX,1,100,-0.496
1766873698.948410,57773.000,7503,3,AX,1,100,-0.495
1766873641.925346,57813.000,7503,3,AX,1,100,-0.496
1766873584.902282,57853.000,7503,3,AX,1,100,-0.493
1766873527.879218,57893.000,7520,2,AX,1,100,-0.494
1766873470.856155,57933.000,7520,2,AX,1,100,-0.496
1766873413.833091,57973.000,7534,3,AX,1,100,-0.493
1766873356.810027,58013.000,7534,3,AX,1,100,-0.497
1766873299.786963,58053.000,7534,3,AX,1,100,-0.491
1766873242.763900,58093.000,7552,2,AX,1,100,-0.493
1766873185.740836,58133.000,7552,2,AX,1,100,-0.491
1766873128.717772,58173.000,7568,3,AX,1,100,-0.490
1766873071.694708,58213.000,7568,3,AX,1,100,-0.491
1766873014.671644,58253.000,7568,3,AX,1,100,-0.493
1766872957.648581,58293.000,7585,3,AX,1,100,-0.489
1766872900.625517,58333.000,7585,3,AX,1,100,-0.495
1766872843.602453,58373.000,7585,3,AX,1,100,-0.490
1766872796.558426,58406.000,7599,2,AX,1,100,-0.496
1766872749.514398,58439.000,7599,2,AX,1,100,-0.498
1766872692.491334,58479.000,7617,3,AX,1,100,-0.493
1766872635.468271,58519.000,7617,3,AX,1,100,-0.494
1766872578.445207,58559.000,7617,3,AX,1,100,-0.492
1766872521.422143,58599.000,7633,2,AX,1,100,-0.492
1766872464.399079,58639.000,7633,2,AX,1,100,-0.492
1766872407.376015,58679.000,7650,3,AX,1,100,-0.492
1766872350.352952,58719.000,7650,3,AX,1,100,-0.493
1766872293.329888,58759.000,7650,3,AX,1,100,-0.491
1766872236.306824,58799.000,7665,2,AX,1,100,-0.495
1766872179.283761,58839.000,7665,2,AX,1,100,-0.491
1766872122.260697,58879.000,7682,3,AX,1,100,-0.491
1766872065.237633,58919.000,7682,3,AX,1,100,-0.493
1766872008.214569,58959.000,7682,3,AX,1,100,-0.492
1766871951.191505,58999.000,7698,3,AX,1,100,-0.495
1766871894.168442,59039.000,7698,3,AX,1,100,-0.493
1766871837.145378,59079.000,7698,3,AX,1,100,-0.494
1766871780.122314,59119.000,7716,2,AX,1,100,-0.490
1766871723.099250,59159.000,7716,2,AX,1,100,-0.490
1766871672.253685,59194.667,7730,3,AX,1,100,-0.489
1766871621.408120,59230.333,7730,3,AX,1,100,-0.487
1766871570.562555,59266.000,7730,3,AX,1,100,-0.489
1766871513.539491,59306.000,7747,3,AX,1,100,-0.485
1766871456.516427,59346.000,7747,3,AX,1,100,-0.493
1766871399.493364,59386.000,7747,3,AX,1,100,-0.519
1766871342.470300,59426.000,7763,2,AX,1,100,-0.505
1766871285.447236,59466.000,7763,2,AX,1,100,-0.485
1766871228.424172,59506.000,7781,3,AX,1,100,-0.472
1766871171.401109,59546.000,7781,3,AX,1,100,-0.510
1766871114.378045,59586.000,7781,3,AX,1,100,-0.494
1766871057.354981,59626.000,7796,2,AX,1,100,-0.482
1766871000.331917,59666.000,7796,2,AX,1,100,-0.436
1766870943.308853,59706.000,7814,3,AX,1,100,-0.425
1766870886.285790,59746.000,7814,3,AX,1,100,-0.385
1766870829.262726,59786.000,7814,3,AX,1,100,-0.320
1766870772.239662,59826.000,7831,2,AX,1,100,-0.357
1766870715.216599,59866.000,7831,2,AX,1,100,-0.372
1766870658.193535,59906.000,7850,3,AX,1,100,-0.441
1766870601.170471,59946.000,7850,3,AX,1,100,-0.548
1766870544.147407,59986.000,7850,3,AX,1,100,-0.566
1766870493.301842,60021.667,7868,3,AX,1,100,-0.544
1766870442.456277,60057.333,7868,3,AX,1,100,-0.556
1766870391.610712,60093.000,7868,3,AX,1,100,-0.557
1766870334.587648,60133.000,7884,2,AX,1,100,-0.567
1766870277.564584,60173.000,7884,2,AX,1,100,-0.574
1766870220.541520,60213.000,7900,3,AX,1,100,-0.502
1766870163.518456,60253.000,7900,3,AX,1,100,-0.371
1766870106.495393,60293.000,7900,3,AX,1,100,-0.406
1766870049.472329,60333.000,7917,2,AX,1,100,-0.366
1766869992.449265,60373.000,7917,2,AX,1,100,-0.378
1766869935.426201,60413.000,7934,3,AX,1,100,-0.386
1766869878.403138,60453.000,7934,3,AX,1,100,-0.406
1766869821.380074,60493.000,7934,3,AX,1,100,-0.436
1766869764.357010,60533.000,7949,2,AX,1,100,-0.439
1766869707.333946,60573.000,7949,2,AX,1,100,-0.435
1766869650.310883,60613.000,7965,3,AX,1,100,-0.396
1766869593.287819,60653.000,7965,3,AX,1,100,-0.369
1766869536.264755,60693.000,7965,3,AX,1,100,-0.314
1766869479.241691,60733.000,7982,2,AX,1,100,-0.287
1766869422.218628,60773.000,7982,2,AX,1,100,-0.363
1766869371.848255,60808.333,7999,3,AX,1,100,-0.383
1766869321.477882,60843.667,7999,3,AX,1,100,-0.390
1766869271.107509,60879.000,7999,3,AX,1,100,-0.395
1766869214.084445,60919.000,8016,3,AX,1,100,-0.388
1766869157.061381,60959.000,8016,3,AX,1,100,-0.373
1766869100.038317,60999.000,8016,3,AX,1,100,-0.381
1766869043.015254,61039.000,8032,2,AX,1,100,-0.403
1766868985.992190,61079.000,8032,2,AX,1,100,-0.404
1766868928.969126,61119.000,8050,3,AX,1,100,-0.376
1766868871.946062,61159.000,8050,3,AX,1,100,-0.382
1766868814.922999,61199.000,8050,3,AX,1,100,-0.423
1766868757.899935,61239.000,8068,2,AX,1,100,-0.504
1766868700.876871,61279.000,8068,2,AX,1,100,-0.569
1766868643.853807,61319.000,8083,3,AX,1,100,-0.601
1766868586.830744,61359.000,8083,3,AX,1,100,-0.588
1766868529.807680,61399.000,8083,3,AX,1,100,-0.546
1766868472.784616,61439.000,8100,3,AX,1,100,-0.491
1766868415.761552,61479.000,8100,3,AX,1,100,-0.375
1766868358.738488,61519.000,8100,3,AX,1,100,-0.359
1766868301.715425,61559.000,8117,2,AX,1,100,-0.243
1766868244.692361,61599.000,8117,2,AX,1,100,-0.121
1766868193.846796,61634.667,8133,3,AX,1,100,-0.146
1766868143.001230,61670.333,8133,3,AX,1,100,-0.111
1766868092.155665,61706.000,8133,3,AX,1,100,-0.067
1766868035.132601,61746.000,8151,3,AX,1,100,-0.013
1766867978.109538,61786.000,8151,3,AX,1,100,-0.084
1766867921.086474,61826.000,8151,3,AX,1,100,-0.093
1766867864.063410,61866.000,8165,2,AX,1,100,-0.174
1766867807.040347,61906.000,8165,2,AX,1,100,-0.138
1766867750.017283,61946.000,8182,3,AX,1,100,-0.193
1766867692.994219,61986.000,8182,3,AX,1,100,-0.219
1766867635.971155,62026.000,8182,3,AX,1,100,-0.300
1766867578.948092,62066.000,8200,2,AX,1,100,-0.314
1766867521.925028,62106.000,8200,2,AX,1,100,-0.325
1766867464.901964,62146.000,8218,3,AX,1,100,-0.325
1766867407.878900,62186.000,8218,3,AX,1,100,-0.289
1766867350.855836,62226.000,8218,3,AX,1,100,-0.302
1766867294.545561,62265.500,8232,2,AX,1,100,-0.312
1766867238.235286,62305.000,8232,2,AX,1,100,-0.300
1766867180.737030,62345.333,8249,3,AX,1,100,-0.301
1766867123.238774,62385.667,8249,3,AX,1,100,-0.283
1766867065.740518,62426.000,8249,3,AX,1,100,-0.292
1766867014.894953,62461.667,8266,3,AX,1,100,-0.304
1766866964.049387,62497.333,8266,3,AX,1,100,-0.296
1766866913.203822,62533.000,8266,3,AX,1,100,-0.292
1766866856.893547,62572.500,8283,2,AX,1,100,-0.282
1766866800.583271,62612.000,8283,2,AX,1,100,-0.284
1766866743.560207,62652.000,8297,3,AX,1,100,-0.293
1766866686.537144,62692.000,8297,3,AX,1,100,-0.285
1766866629.514080,62732.000,8297,3,AX,1,100,-0.281
1766866572.491016,62772.000,8320,4,AX,1,100,-0.282
1766866515.467952,62812.000,8320,4,AX,1,100,-0.284
1766866458.444889,62852.000,8320,4,AX,1,100,-0.304
1766866401.421825,62892.000,8320,4,AX,1,100,-0.304
1766866344.398761,62932.000,8335,2,AX,1,100,-0.310
1766866287.375697,62972.000,8335,2,AX,1,100,-0.189
1766866230.352633,63012.000,8351,3,AX,1,100,-0.260
1766866173.329570,63052.000,8351,3,AX,1,100,-0.337
1766866116.306506,63092.000,8351,3,AX,1,100,-0.368
1766866059.283442,63132.000,8369,3,AX,1,100,-0.390
1766866002.260379,63172.000,8369,3,AX,1,100,-0.365
1766865945.237315,63212.000,8369,3,AX,1,100,-0.353
1766865888.214251,63252.000,8387,2,AX,1,100,-0.338
1766865831.191187,63292.000,8387,2,AX,1,100,-0.343
1766865780.345622,63327.667,8402,3,AX,1,100,-0.337
1766865729.500057,63363.333,8402,3,AX,1,100,-0.339
1766865678.654492,63399.000,8402,3,AX,1,100,-0.355
1766865621.631428,63439.000,8419,3,AX,1,100,-0.360
1766865564.608364,63479.000,8419,3,AX,1,100,-0.355
1766865507.585300,63519.000,8419,3,AX,1,100,-0.328
1766865450.562237,63559.000,8436,2,AX,1,100,-0.333
1766865393.539173,63599.000,8436,2,AX,1,100,-0.285
1766865336.516109,63639.000,8452,3,AX,1,100,-0.240
1766865279.493045,63679.000,8452,3,AX,1,100,-0.281
1766865222.469982,63719.000,8452,3,AX,1,100,-0.316
1766865165.446918,63759.000,8468,2,AX,1,100,-0.256
1766865108.423854,63799.000,8468,2,AX,1,100,-0.228
1766865051.400790,63839.000,8484,3,AX,1,100,-0.292
1766864994.377727,63879.000,8484,3,AX,1,100,-0.307
1766864937.354663,63919.000,8484,3,AX,1,100,-0.147
1766864880.331599,63959.000,8501,2,AX,1,100,-0.167
1766864823.308535,63999.000,8501,2,AX,1,100,-0.139
1766864766.285471,64039.000,8519,3,AX,1,100,-0.057
1766864709.262408,64079.000,8519,3,AX,1,100,0.241
1766864652.239344,64119.000,8519,3,AX,1,100,-0.005
1766864601.393779,64154.667,8537,3,AX,1,100,-0.260
1766864550.548214,64190.333,8537,3,AX,1,100,-0.343
1766864499.702648,64226.000,8537,3,AX,1,100,-0.142
1766864442.679585,64266.000,8551,2,AX,1,100,-0.259
1766864385.656521,64306.000,8551,2,AX,1,100,-0.307
1766864328.633457,64346.000,8570,3,AX,1,100,-0.343
1766864271.610393,64386.000,8570,3,AX,1,100,-0.322
1766864214.587330,64426.000,8570,3,AX,1,100,-0.332
1766864157.564266,64466.000,8587,2,AX,1,100,-0.344
1766864100.541202,64506.000,8587,2,AX,1,100,-0.369
1766864043.518138,64546.000,8604,3,AX,1,100,-0.405
1766863986.495075,64586.000,8604,3,AX,1,100,-0.415
1766863929.472011,64626.000,8604,3,AX,1,100,-0.460
1766863872.448947,64666.000,8618,2,AX,1,100,-0.481
1766863815.425883,64706.000,8618,2,AX,1,100,-0.523
1766863758.402820,64746.000,8636,3,AX,1,100,-0.552
1766863701.379756,64786.000,8636,3,AX,1,100,-0.539
1766863644.356692,64826.000,8636,3,AX,1,100,-0.470
1766863587.333628,64866.000,8652,2,AX,1,100,-0.426
1766863530.310565,64906.000,8652,2,AX,1,100,-0.433
1766863473.287501,64946.000,8669,3,AX,1,100,-0.451
1766863416.264437,64986.000,8669,3,AX,1,100,-0.458
1766863359.241373,65026.000,8669,3,AX,1,100,-0.464
1766863308.871000,65061.333,8683,3,AX,1,100,-0.469
1766863258.500627,65096.667,8683,3,AX,1,100,-0.462
1766863208.130254,65132.000,8683,3,AX,1,100,-0.465
1766863151.107190,65172.000,8701,2,AX,1,100,-0.477
1766863094.084127,65212.000,8701,2,AX,1,100,-0.482
1766863037.061063,65252.000,8717,3,AX,1,100,-0.454
1766862980.037999,65292.000,8717,3,AX,1,100,-0.478
1766862923.014935,65332.000,8717,3,AX,1,100,-0.461
1766862865.991872,65372.000,8734,2,AX,1,100,-0.432
1766862808.968808,65412.000,8734,2,AX,1,100,-0.458
1766862751.945744,65452.000,8749,3,AX,1,100,-0.479
1766862694.922680,65492.000,8749,3,AX,1,100,-0.442
