LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1766863766.368007,26865,2432,1,BI,1,100,1120
1766863766.728229,27225,2502,1,BI,1,100,360
1766863769.222765,29718,2898,1,BI,1,100,2480
1766863770.263405,30758,3078,1,BI,1,100,1040
1766863771.984465,32478,3360,1,BI,1,100,1720
1766863772.624859,33118,3461,1,BI,1,100,640
1766863775.319518,35811,3893,1,BI,1,100,2680
1766863777.080601,37571,4190,1,BI,1,100,1760
1766863777.841070,38331,4307,1,BI,1,100,760
1766863783.176354,43663,5186,1,BI,1,100,5320
1766863784.390101,44876,5386,1,BI,1,100,1200
1766863785.150569,45636,5501,1,BI,1,100,760
1766863785.992087,46477,5637,1,BI,1,100,840
1766863786.591456,47076,5736,1,BI,1,100,600
1766863787.952294,48436,5967,1,BI,1,100,1360
1766863789.126016,49609,6154,1,BI,1,100,1160
1766863790.686977,51169,6400,1,BI,1,100,1560
1766863792.327987,52809,6667,1,BI,1,100,1640
1766863794.902572,55382,7065,1,BI,1,100,2560
1766863795.582991,56062,7184,1,BI,1,100,680
1766863796.503557,56982,7335,1,BI,1,100,920
1766863797.189980,57668,7451,1,BI,1,100,680
1766863799.351310,59828,7799,1,BI,1,100,2160
1766863799.871631,60348,7886,1,BI,1,100,520
1766863800.552050,61028,8001,1,BI,1,100,680
1766863801.285501,61761,8119,1,BI,1,100,720
1766863803.086610,63561,8418,1,BI,1,100,1800
1766863803.326758,63801,8453,1,BI,1,100,240
1766863805.648186,66121,8833,1,BI,1,100,2320
1766863806.821909,67294,9037,1,BI,1,100,1160
1766863807.662426,68134,9171,1,BI,1,100,840
1766863814.445602,74913,10278,1,BI,1,100,6760
1766863817.767647,78233,10805,1,BI,1,100,3320
1766863819.181517,79646,11040,1,BI,1,100,1400
1766863820.629408,81093,11270,1,BI,1,100,1440
1766863822.390492,82853,11572,1,BI,1,100,1760
1766863824.070527,84532,11837,1,BI,1,100,1680
1766863825.045126,85506,12007,1,BI,1,100,960
1766863825.405348,85866,12057,1,BI,1,100,360
1766863826.125792,86586,12196,1,BI,1,100,720
1766863826.486013,86946,12247,1,BI,1,100,360
1766863827.126408,87586,12349,1,BI,1,100,640
1766863827.565678,88025,12437,1,BI,1,100,440
