LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1766787841.301034,115701.000,16784,4,EM,1,100,RS
1766787841.301034,115701.000,16784,4,EM,1,100,RB
1766787841.301034,115701.000,16784,4,EM,1,100,2025-12-26_14-24-00-564177.csv
1766787841.301034,115701.000,16784,4,EM,1,100,PS
1766787841.351284,115751.250,16814,4,EM,1,100,RS
1766787841.401534,115801.500,16814,4,EM,1,100,RB
1766787841.451784,115851.750,16814,4,EM,1,100,2025-12-26_14-24-00-564177.csv
1766787841.502034,115902.000,16814,4,EM,1,100,PS
1766787841.552284,115952.250,16848,4,EM,1,100,RS
1766787841.602534,116002.500,16848,4,EM,1,100,RB
1766787841.652784,116052.750,16848,4,EM,1,100,2025-12-26_14-24-00-564177.csv
1766787841.703034,116103.000,16848,4,EM,1,100,PS
1766787841.753284,116153.250,16883,4,EM,1,100,RS
1766787841.803534,116203.500,16883,4,EM,1,100,RB
1766787841.853784,116253.750,16883,4,EM,1,100,2025-12-26_14-24-00-564177.csv
1766787841.904034,116304.000,16883,4,EM,1,100,PS
1766787841.954284,116354.250,16915,4,EM,1,100,RS
1766787842.004534,116404.500,16915,4,EM,1,100,RB
1766787842.054784,116454.750,16915,4,EM,1,100,2025-12-26_14-24-00-564177.csv
1766787842.105034,116505.000,16915,4,EM,1,100,PS
1766787842.156034,116556.000,16951,4,EM,1,100,RS
1766787842.207034,116607.000,16951,4,EM,1,100,RB
1766787842.258034,116658.000,16951,4,EM,1,100,2025-12-26_14-24-00-564177.csv
1766787842.309034,116709.000,16951,4,EM,1,100,PS
1766787842.359284,116759.250,16983,4,EM,1,100,RS
1766787842.409534,116809.500,16983,4,EM,1,100,RB
1766787842.459784,116859.750,16983,4,EM,1,100,2025-12-26_14-24-00-564177.csv
1766787842.510034,116910.000,16983,4,EM,1,100,PS
1766787842.560284,116960.250,17016,4,EM,1,100,RS
1766787842.610534,117010.500,17016,4,EM,1,100,RB
1766787842.660784,117060.750,17016,4,EM,1,100,2025-12-26_14-24-00-564177.csv
1766787842.711034,117111.000,17016,4,EM,1,100,PS
1766787842.761284,117161.250,17050,4,EM,1,100,RS
1766787842.811534,117211.500,17050,4,EM,1,100,RB
1766787842.861784,117261.750,17050,4,EM,1,100,2025-12-26_14-24-00-564177.csv
1766787842.912034,117312.000,17050,4,EM,1,100,PS
1766787842.962284,117362.250,17083,4,EM,1,100,RS
1766787843.012534,117412.500,17083,4,EM,1,100,RB
1766787843.062784,117462.750,17083,4,EM,1,100,2025-12-26_14-24-00-564177.csv
1766787843.113034,117513.000,17083,4,EM,1,100,PS
1766787843.163284,117563.250,17117,4,EM,1,100,RS
